Member_number,Date,productId,items,productName,price,Category,order_id,gross_sales
1993,2015-05-22,45,2,curd,9.8,Dairy,19691,19.6
4643,2015-08-08,51,3,dessert,1.15,Bakery & Sweets,19692,3.4499999999999997
3999,2015-02-06,41,2,processed cheese,6.4,Dairy,19693,12.8
2625,2015-03-22,71,3,shopping bags,5.12,Household & Hygiene,19694,15.36
2398,2015-01-08,38,1,soda,0.8,Beverages,19695,0.8
2945,2015-07-19,24,3,pastry,3.1,Bakery & Sweets,19696,9.3
3523,2015-04-26,80,1,salty snack,0.5,Snacks,19697,0.5
1726,2015-12-26,3,2,pip fruit,3.0,Fresh Food,19698,6.0
4540,2015-02-24,55,3,cleaner,11.8,Household & Hygiene,19699,35.400000000000006
4479,2015-02-10,70,2,margarine,3.5,Pantry Staples,19700,7.0
1472,2015-02-11,18,3,yogurt,2.2,Dairy,19701,6.6000000000000005
1149,2015-12-12,75,2,frozen vegetables,2.5,Frozen & Processed Food,19702,5.0
2504,2015-08-02,54,3,condensed milk,3.5,Dairy,19703,10.5
4835,2015-12-09,22,3,root vegetables,1.8,Fresh Food,19704,5.4
1832,2015-11-17,24,1,pastry,3.1,Bakery & Sweets,19705,3.1
1403,2015-03-25,103,2,semi-finished bread,1.1,Frozen & Processed Food,19706,2.2
4856,2015-01-18,96,2,hygiene articles,7.5,Household & Hygiene,19707,15.0
3369,2015-02-22,11,2,butter,3.2,Dairy,19708,6.4
4364,2015-12-24,129,2,mayonnaise,1.8,Specialty & Seasonal,19709,3.6
4686,2015-11-12,7,2,citrus fruit,1.5,Fresh Food,19710,3.0
2876,2015-03-22,12,1,fruit/vegetable juice,2.1,Beverages,19711,2.1
1449,2015-01-26,69,3,domestic eggs,1.25,Fresh Food,19712,3.75
3499,2015-05-04,56,1,white wine,14.2,Beverages,19713,14.2
3462,2015-05-16,60,2,cream cheese,6.3,Dairy,19714,12.6
1512,2015-02-23,80,2,salty snack,0.5,Snacks,19715,1.0
1551,2015-01-14,95,3,frozen fish,5.8,Frozen & Processed Food,19716,17.4
3993,2015-02-18,16,1,butter milk,6.1,Dairy,19717,6.1
3494,2015-03-25,2,3,whole milk,1.8,Dairy,19718,5.4
1819,2015-06-25,38,3,soda,0.8,Beverages,19719,2.4000000000000004
3581,2015-09-06,136,1,dishes,6.8,Specialty & Seasonal,19720,6.8
3763,2015-04-29,27,3,coffee,8.5,Beverages,19721,25.5
2807,2015-07-03,2,1,whole milk,1.8,Dairy,19722,1.8
1133,2015-03-26,2,1,whole milk,1.8,Dairy,19723,1.8
4923,2015-04-19,5,2,rolls/buns,1.2,Bakery & Sweets,19724,2.4
3912,2015-01-06,5,3,rolls/buns,1.2,Bakery & Sweets,19725,3.5999999999999996
4312,2015-10-19,119,2,long life bakery product,9.9,Bakery & Sweets,19726,19.8
3141,2015-08-13,80,3,salty snack,0.5,Snacks,19727,1.5
5000,2015-02-10,22,3,root vegetables,1.8,Fresh Food,19728,5.4
3327,2015-04-30,20,2,brown bread,0.8,Bakery & Sweets,19729,1.6
1058,2015-04-06,17,2,bottled water,0.5,Beverages,19730,1.0
4397,2015-04-03,18,2,yogurt,2.2,Dairy,19731,4.4
3694,2015-10-27,7,1,citrus fruit,1.5,Fresh Food,19732,1.5
3346,2015-05-11,58,3,ice cream,1.8,Frozen & Processed Food,19733,5.4
1039,2015-05-31,5,1,rolls/buns,1.2,Bakery & Sweets,19734,1.2
1081,2015-01-21,2,3,whole milk,1.8,Dairy,19735,5.4
3064,2015-01-02,4,3,other vegetables,0.8,Fresh Food,19736,2.4000000000000004
4794,2015-10-27,1,1,tropical fruit,7.8,Fresh Food,19737,7.8
4933,2015-01-02,17,1,bottled water,0.5,Beverages,19738,0.5
3312,2015-10-13,26,3,berries,10.8,Fresh Food,19739,32.400000000000006
1303,2015-05-29,24,2,pastry,3.1,Bakery & Sweets,19740,6.2
4756,2015-03-29,74,2,whipped/sour cream,5.5,Dairy,19741,11.0
3595,2015-08-06,4,2,other vegetables,0.8,Fresh Food,19742,1.6
2747,2015-02-02,62,2,pickled vegetables,2.7,Fresh Food,19743,5.4
4113,2015-08-13,5,3,rolls/buns,1.2,Bakery & Sweets,19744,3.5999999999999996
2882,2015-04-26,100,2,chewing gum,0.5,Specialty & Seasonal,19745,1.0
1980,2015-10-15,20,2,brown bread,0.8,Bakery & Sweets,19746,1.6
3534,2015-11-11,24,2,pastry,3.1,Bakery & Sweets,19747,6.2
4452,2015-11-23,4,3,other vegetables,0.8,Fresh Food,19748,2.4000000000000004
1883,2015-05-26,16,1,butter milk,6.1,Dairy,19749,6.1
4160,2015-08-12,3,2,pip fruit,3.0,Fresh Food,19750,6.0
3212,2015-04-18,2,3,whole milk,1.8,Dairy,19751,5.4
2327,2015-12-08,11,3,butter,3.2,Dairy,19752,9.600000000000001
1874,2015-07-29,18,2,yogurt,2.2,Dairy,19753,4.4
4439,2015-01-01,1,1,tropical fruit,7.8,Fresh Food,19754,7.8
4883,2015-01-10,44,1,newspapers,3.2,Specialty & Seasonal,19755,3.2
1873,2015-02-22,32,1,red/blush wine,12.2,Beverages,19756,12.2
4228,2015-04-18,141,3,cooking chocolate,7.2,Bakery & Sweets,19757,21.6
2868,2015-12-04,18,2,yogurt,2.2,Dairy,19758,4.4
4102,2015-09-23,4,2,other vegetables,0.8,Fresh Food,19759,1.6
1013,2015-10-02,69,3,domestic eggs,1.25,Fresh Food,19760,3.75
1928,2015-08-15,17,2,bottled water,0.5,Beverages,19761,1.0
2064,2015-08-21,58,2,ice cream,1.8,Frozen & Processed Food,19762,3.6
3416,2015-11-15,4,1,other vegetables,0.8,Fresh Food,19763,0.8
1536,2015-01-05,24,2,pastry,3.1,Bakery & Sweets,19764,6.2
1953,2015-03-09,82,2,pet care,5.8,Pet Care,19765,11.6
1327,2015-07-04,50,3,bottled beer,1.8,Beverages,19766,5.4
3415,2015-05-27,45,3,curd,9.8,Dairy,19767,29.400000000000002
2517,2015-03-22,18,1,yogurt,2.2,Dairy,19768,2.2
4334,2015-10-12,4,3,other vegetables,0.8,Fresh Food,19769,2.4000000000000004
4515,2015-06-15,4,1,other vegetables,0.8,Fresh Food,19770,0.8
1527,2015-04-20,114,1,napkins,21.8,Household & Hygiene,19771,21.8
1726,2015-11-02,51,2,dessert,1.15,Bakery & Sweets,19772,2.3
4734,2015-02-10,18,1,yogurt,2.2,Dairy,19773,2.2
2356,2015-06-15,24,2,pastry,3.1,Bakery & Sweets,19774,6.2
2244,2015-03-29,103,1,semi-finished bread,1.1,Frozen & Processed Food,19775,1.1
4281,2015-04-03,2,3,whole milk,1.8,Dairy,19776,5.4
2977,2015-04-14,47,3,popcorn,2.4,Bakery & Sweets,19777,7.199999999999999
2119,2015-09-24,38,3,soda,0.8,Beverages,19778,2.4000000000000004
3208,2015-06-24,22,1,root vegetables,1.8,Fresh Food,19779,1.8
2663,2015-05-18,74,1,whipped/sour cream,5.5,Dairy,19780,5.5
3344,2015-04-01,2,2,whole milk,1.8,Dairy,19781,3.6
3592,2015-12-14,3,2,pip fruit,3.0,Fresh Food,19782,6.0
2106,2015-11-24,18,2,yogurt,2.2,Dairy,19783,4.4
3356,2015-05-23,69,2,domestic eggs,1.25,Fresh Food,19784,2.5
3227,2015-11-30,24,1,pastry,3.1,Bakery & Sweets,19785,3.1
1505,2015-07-27,7,1,citrus fruit,1.5,Fresh Food,19786,1.5
1035,2015-04-24,18,2,yogurt,2.2,Dairy,19787,4.4
4312,2015-12-14,95,1,frozen fish,5.8,Frozen & Processed Food,19788,5.8
1253,2015-06-20,78,1,baking powder,1.8,Pantry Staples,19789,1.8
2260,2015-10-30,129,1,mayonnaise,1.8,Specialty & Seasonal,19790,1.8
3710,2015-08-22,89,1,spread cheese,2.5,Dairy,19791,2.5
1846,2015-11-29,123,2,mustard,5.2,Pantry Staples,19792,10.4
3520,2015-11-09,4,2,other vegetables,0.8,Fresh Food,19793,1.6
2816,2015-06-19,123,1,mustard,5.2,Pantry Staples,19794,5.2
1051,2015-11-10,32,3,red/blush wine,12.2,Beverages,19795,36.599999999999994
1754,2015-07-08,27,2,coffee,8.5,Beverages,19796,17.0
3593,2015-08-31,125,2,instant coffee,4.9,Frozen & Processed Food,19797,9.8
1421,2015-08-07,59,3,hard cheese,4.5,Dairy,19798,13.5
3104,2015-06-04,7,2,citrus fruit,1.5,Fresh Food,19799,3.0
1283,2015-05-30,15,3,specialty bar,5.2,Bakery & Sweets,19800,15.600000000000001
1130,2015-09-18,51,3,dessert,1.15,Bakery & Sweets,19801,3.4499999999999997
2816,2015-10-01,142,1,seasonal products,5.4,Specialty & Seasonal,19802,5.4
4594,2015-06-23,16,2,butter milk,6.1,Dairy,19803,12.2
4192,2015-12-16,64,3,UHT-milk,2.1,Dairy,19804,6.300000000000001
3208,2015-11-20,60,1,cream cheese,6.3,Dairy,19805,6.3
1949,2015-04-11,114,2,napkins,21.8,Household & Hygiene,19806,43.6
4268,2015-04-25,51,1,dessert,1.15,Bakery & Sweets,19807,1.15
2672,2015-01-17,24,1,pastry,3.1,Bakery & Sweets,19808,3.1
2372,2015-09-03,83,3,white bread,0.3,Bakery & Sweets,19809,0.8999999999999999
4482,2015-08-07,59,2,hard cheese,4.5,Dairy,19810,9.0
1048,2015-10-06,2,1,whole milk,1.8,Dairy,19811,1.8
4831,2015-02-19,75,3,frozen vegetables,2.5,Frozen & Processed Food,19812,7.5
3441,2015-04-12,22,3,root vegetables,1.8,Fresh Food,19813,5.4
3380,2015-11-11,70,1,margarine,3.5,Pantry Staples,19814,3.5
1654,2015-11-09,7,1,citrus fruit,1.5,Fresh Food,19815,1.5
2408,2015-06-21,1,3,tropical fruit,7.8,Fresh Food,19816,23.4
4699,2015-08-01,32,1,red/blush wine,12.2,Beverages,19817,12.2
2670,2015-04-29,66,1,onions,1.3,Fresh Food,19818,1.3
4292,2015-08-18,53,2,specialty chocolate,18.8,Bakery & Sweets,19819,37.6
4303,2015-02-22,1,3,tropical fruit,7.8,Fresh Food,19820,23.4
2011,2015-03-22,5,1,rolls/buns,1.2,Bakery & Sweets,19821,1.2
3657,2015-09-29,38,3,soda,0.8,Beverages,19822,2.4000000000000004
1435,2015-01-14,106,2,prosecco,20.1,Beverages,19823,40.2
4445,2015-05-20,14,3,chocolate,11.5,Bakery & Sweets,19824,34.5
4030,2015-08-15,24,3,pastry,3.1,Bakery & Sweets,19825,9.3
1204,2015-04-11,50,3,bottled beer,1.8,Beverages,19826,5.4
1235,2015-01-01,50,2,bottled beer,1.8,Beverages,19827,3.6
3984,2015-02-03,99,2,canned vegetables,5.7,Frozen & Processed Food,19828,11.4
3637,2015-11-25,18,3,yogurt,2.2,Dairy,19829,6.6000000000000005
1931,2015-07-02,17,3,bottled water,0.5,Beverages,19830,1.5
4486,2015-10-23,5,2,rolls/buns,1.2,Bakery & Sweets,19831,2.4
4529,2015-01-03,38,1,soda,0.8,Beverages,19832,0.8
1827,2015-05-07,15,2,specialty bar,5.2,Bakery & Sweets,19833,10.4
3054,2015-05-27,66,3,onions,1.3,Fresh Food,19834,3.9000000000000004
2524,2015-10-21,65,1,candy,3.6,Bakery & Sweets,19835,3.6
1855,2015-11-09,2,1,whole milk,1.8,Dairy,19836,1.8
3242,2015-02-23,3,1,pip fruit,3.0,Fresh Food,19837,3.0
4431,2015-08-21,11,2,butter,3.2,Dairy,19838,6.4
4555,2015-07-23,2,2,whole milk,1.8,Dairy,19839,3.6
4299,2015-02-08,8,2,beef,19.5,Fresh Food,19840,39.0
2905,2015-10-22,60,2,cream cheese,6.3,Dairy,19841,12.6
3323,2015-12-09,73,3,oil,3.4,Pantry Staples,19842,10.2
2796,2015-10-17,5,1,rolls/buns,1.2,Bakery & Sweets,19843,1.2
2129,2015-03-04,65,3,candy,3.6,Bakery & Sweets,19844,10.8
1501,2015-08-17,12,2,fruit/vegetable juice,2.1,Beverages,19845,4.2
2814,2015-07-17,2,2,whole milk,1.8,Dairy,19846,3.6
1105,2015-05-22,1,3,tropical fruit,7.8,Fresh Food,19847,23.4
3798,2015-09-04,18,1,yogurt,2.2,Dairy,19848,2.2
3025,2015-04-21,50,1,bottled beer,1.8,Beverages,19849,1.8
4592,2015-07-13,44,2,newspapers,3.2,Specialty & Seasonal,19850,6.4
4463,2015-11-03,25,2,canned beer,1.1,Beverages,19851,2.2
2916,2015-06-13,2,2,whole milk,1.8,Dairy,19852,3.6
1838,2015-03-25,68,2,photo/film,11.9,Household & Hygiene,19853,23.8
1126,2015-05-17,22,1,root vegetables,1.8,Fresh Food,19854,1.8
2800,2015-10-02,70,3,margarine,3.5,Pantry Staples,19855,10.5
4485,2015-07-25,2,1,whole milk,1.8,Dairy,19856,1.8
3262,2015-07-08,1,3,tropical fruit,7.8,Fresh Food,19857,23.4
4030,2015-12-22,4,2,other vegetables,0.8,Fresh Food,19858,1.6
3370,2015-02-03,63,2,liquor (appetizer),11.2,Beverages,19859,22.4
3489,2015-09-01,18,3,yogurt,2.2,Dairy,19860,6.6000000000000005
2386,2015-01-03,44,2,newspapers,3.2,Specialty & Seasonal,19861,6.4
3774,2015-02-16,5,1,rolls/buns,1.2,Bakery & Sweets,19862,1.2
3818,2015-05-13,1,2,tropical fruit,7.8,Fresh Food,19863,15.6
3434,2015-06-10,5,2,rolls/buns,1.2,Bakery & Sweets,19864,2.4
3438,2015-12-27,68,2,photo/film,11.9,Household & Hygiene,19865,23.8
1140,2015-05-01,4,2,other vegetables,0.8,Fresh Food,19866,1.6
1051,2015-10-12,21,1,hamburger meat,12.3,Fresh Food,19867,12.3
3071,2015-03-26,136,3,dishes,6.8,Specialty & Seasonal,19868,20.4
3872,2015-03-28,25,2,canned beer,1.1,Beverages,19869,2.2
4215,2015-06-30,2,2,whole milk,1.8,Dairy,19870,3.6
3806,2015-03-15,129,1,mayonnaise,1.8,Specialty & Seasonal,19871,1.8
1869,2015-05-16,2,1,whole milk,1.8,Dairy,19872,1.8
1668,2015-05-05,3,1,pip fruit,3.0,Fresh Food,19873,3.0
1163,2015-12-14,7,2,citrus fruit,1.5,Fresh Food,19874,3.0
4787,2015-05-17,64,3,UHT-milk,2.1,Dairy,19875,6.300000000000001
4811,2015-01-11,82,1,pet care,5.8,Pet Care,19876,5.8
4364,2015-09-05,62,1,pickled vegetables,2.7,Fresh Food,19877,2.7
4572,2015-08-02,3,1,pip fruit,3.0,Fresh Food,19878,3.0
3222,2015-08-05,2,3,whole milk,1.8,Dairy,19879,5.4
3404,2015-03-24,71,2,shopping bags,5.12,Household & Hygiene,19880,10.24
2221,2015-12-18,23,2,pork,7.2,Fresh Food,19881,14.4
3646,2015-01-31,30,2,turkey,12.5,Fresh Food,19882,25.0
4102,2015-07-15,2,1,whole milk,1.8,Dairy,19883,1.8
2718,2015-06-12,30,2,turkey,12.5,Fresh Food,19884,25.0
1403,2015-05-16,45,1,curd,9.8,Dairy,19885,9.8
4548,2015-05-30,60,3,cream cheese,6.3,Dairy,19886,18.9
4340,2015-08-06,95,3,frozen fish,5.8,Frozen & Processed Food,19887,17.4
2856,2015-08-21,4,2,other vegetables,0.8,Fresh Food,19888,1.6
1041,2015-04-02,18,1,yogurt,2.2,Dairy,19889,2.2
1564,2015-06-19,18,1,yogurt,2.2,Dairy,19890,2.2
4552,2015-10-17,22,2,root vegetables,1.8,Fresh Food,19891,3.6
2516,2015-07-31,2,3,whole milk,1.8,Dairy,19892,5.4
4246,2015-06-13,5,3,rolls/buns,1.2,Bakery & Sweets,19893,3.5999999999999996
1090,2015-10-21,2,3,whole milk,1.8,Dairy,19894,5.4
2889,2015-01-20,18,3,yogurt,2.2,Dairy,19895,6.6000000000000005
2229,2015-01-31,119,3,long life bakery product,9.9,Bakery & Sweets,19896,29.700000000000003
4558,2015-04-05,1,2,tropical fruit,7.8,Fresh Food,19897,15.6
2018,2015-04-20,45,2,curd,9.8,Dairy,19898,19.6
4898,2015-07-26,34,2,flour,2.1,Pantry Staples,19899,4.2
4998,2015-10-14,45,3,curd,9.8,Dairy,19900,29.400000000000002
2165,2015-01-28,4,3,other vegetables,0.8,Fresh Food,19901,2.4000000000000004
3075,2015-10-15,103,2,semi-finished bread,1.1,Frozen & Processed Food,19902,2.2
3973,2015-01-28,11,2,butter,3.2,Dairy,19903,6.4
3775,2015-10-27,27,3,coffee,8.5,Beverages,19904,25.5
3135,2015-07-26,66,1,onions,1.3,Fresh Food,19905,1.3
2738,2015-07-25,5,2,rolls/buns,1.2,Bakery & Sweets,19906,2.4
4455,2015-10-24,45,3,curd,9.8,Dairy,19907,29.400000000000002
2780,2015-09-03,37,3,herbs,6.5,Fresh Food,19908,19.5
3593,2015-05-27,4,2,other vegetables,0.8,Fresh Food,19909,1.6
1876,2015-06-16,36,1,frozen meals,9.7,Frozen & Processed Food,19910,9.7
4694,2015-11-18,73,3,oil,3.4,Pantry Staples,19911,10.2
4273,2015-06-01,75,2,frozen vegetables,2.5,Frozen & Processed Food,19912,5.0
4968,2015-11-13,37,3,herbs,6.5,Fresh Food,19913,19.5
2449,2015-04-21,18,3,yogurt,2.2,Dairy,19914,6.6000000000000005
1536,2015-05-02,5,3,rolls/buns,1.2,Bakery & Sweets,19915,3.5999999999999996
2188,2015-11-28,50,3,bottled beer,1.8,Beverages,19916,5.4
4197,2015-05-13,147,1,cream,5.2,Dairy,19917,5.2
2379,2015-08-11,18,2,yogurt,2.2,Dairy,19918,4.4
4696,2015-08-18,7,2,citrus fruit,1.5,Fresh Food,19919,3.0
2680,2015-01-03,18,2,yogurt,2.2,Dairy,19920,4.4
4525,2015-05-11,2,2,whole milk,1.8,Dairy,19921,3.6
1098,2015-11-12,4,2,other vegetables,0.8,Fresh Food,19922,1.6
1222,2015-08-07,27,1,coffee,8.5,Beverages,19923,8.5
2316,2015-06-08,1,3,tropical fruit,7.8,Fresh Food,19924,23.4
1950,2015-06-14,76,3,sliced cheese,4.2,Dairy,19925,12.600000000000001
3186,2015-08-03,5,2,rolls/buns,1.2,Bakery & Sweets,19926,2.4
2540,2015-03-05,5,3,rolls/buns,1.2,Bakery & Sweets,19927,3.5999999999999996
1789,2015-06-11,91,3,frozen dessert,2.8,Frozen & Processed Food,19928,8.399999999999999
1574,2015-08-04,23,3,pork,7.2,Fresh Food,19929,21.6
2152,2015-07-23,12,2,fruit/vegetable juice,2.1,Beverages,19930,4.2
1493,2015-10-01,113,2,spices,1.2,Pantry Staples,19931,2.4
3044,2015-05-09,4,1,other vegetables,0.8,Fresh Food,19932,0.8
2874,2015-09-09,2,2,whole milk,1.8,Dairy,19933,3.6
3556,2015-09-30,142,1,seasonal products,5.4,Specialty & Seasonal,19934,5.4
3255,2015-05-24,69,2,domestic eggs,1.25,Fresh Food,19935,2.5
2521,2015-12-14,70,3,margarine,3.5,Pantry Staples,19936,10.5
3220,2015-10-14,7,1,citrus fruit,1.5,Fresh Food,19937,1.5
1381,2015-03-06,64,1,UHT-milk,2.1,Dairy,19938,2.1
4050,2015-07-06,45,1,curd,9.8,Dairy,19939,9.8
1872,2015-01-29,66,2,onions,1.3,Fresh Food,19940,2.6
4127,2015-04-11,70,1,margarine,3.5,Pantry Staples,19941,3.5
2833,2015-08-14,74,2,whipped/sour cream,5.5,Dairy,19942,11.0
2357,2015-09-23,38,1,soda,0.8,Beverages,19943,0.8
2654,2015-03-03,7,2,citrus fruit,1.5,Fresh Food,19944,3.0
4852,2015-04-28,38,1,soda,0.8,Beverages,19945,0.8
2222,2015-07-21,11,3,butter,3.2,Dairy,19946,9.600000000000001
2340,2015-07-12,38,3,soda,0.8,Beverages,19947,2.4000000000000004
1987,2015-10-15,114,1,napkins,21.8,Household & Hygiene,19948,21.8
3570,2015-09-02,4,2,other vegetables,0.8,Fresh Food,19949,1.6
1320,2015-01-19,22,2,root vegetables,1.8,Fresh Food,19950,3.6
2209,2015-07-20,66,2,onions,1.3,Fresh Food,19951,2.6
2500,2015-03-30,56,3,white wine,14.2,Beverages,19952,42.599999999999994
3315,2015-09-12,66,3,onions,1.3,Fresh Food,19953,3.9000000000000004
2548,2015-11-16,20,3,brown bread,0.8,Bakery & Sweets,19954,2.4000000000000004
4473,2015-09-07,5,2,rolls/buns,1.2,Bakery & Sweets,19955,2.4
2271,2015-06-16,125,2,instant coffee,4.9,Frozen & Processed Food,19956,9.8
4336,2015-10-10,6,2,pot plants,3.5,Household & Hygiene,19957,7.0
2763,2015-02-01,18,1,yogurt,2.2,Dairy,19958,2.2
2780,2015-10-11,2,1,whole milk,1.8,Dairy,19959,1.8
2632,2015-01-16,11,1,butter,3.2,Dairy,19960,3.2
2568,2015-08-20,22,3,root vegetables,1.8,Fresh Food,19961,5.4
1729,2015-07-23,44,3,newspapers,3.2,Specialty & Seasonal,19962,9.600000000000001
3878,2015-07-28,1,2,tropical fruit,7.8,Fresh Food,19963,15.6
1225,2015-03-26,50,1,bottled beer,1.8,Beverages,19964,1.8
1924,2015-11-17,64,2,UHT-milk,2.1,Dairy,19965,4.2
4335,2015-06-10,71,1,shopping bags,5.12,Household & Hygiene,19966,5.12
3182,2015-03-12,2,1,whole milk,1.8,Dairy,19967,1.8
4303,2015-08-23,122,2,soups,4.5,Frozen & Processed Food,19968,9.0
3042,2015-10-02,17,2,bottled water,0.5,Beverages,19969,1.0
4493,2015-10-29,22,1,root vegetables,1.8,Fresh Food,19970,1.8
4194,2015-02-07,3,1,pip fruit,3.0,Fresh Food,19971,3.0
3031,2015-12-18,74,3,whipped/sour cream,5.5,Dairy,19972,16.5
3891,2015-07-03,71,2,shopping bags,5.12,Household & Hygiene,19973,10.24
1062,2015-04-16,4,2,other vegetables,0.8,Fresh Food,19974,1.6
2469,2015-03-23,66,2,onions,1.3,Fresh Food,19975,2.6
3719,2015-09-03,55,2,cleaner,11.8,Household & Hygiene,19976,23.6
3322,2015-02-11,2,1,whole milk,1.8,Dairy,19977,1.8
1336,2015-03-10,27,3,coffee,8.5,Beverages,19978,25.5
1067,2015-07-20,27,2,coffee,8.5,Beverages,19979,17.0
1998,2015-05-15,2,1,whole milk,1.8,Dairy,19980,1.8
1076,2015-10-14,2,1,whole milk,1.8,Dairy,19981,1.8
1992,2015-08-02,4,1,other vegetables,0.8,Fresh Food,19982,0.8
1261,2015-05-21,5,1,rolls/buns,1.2,Bakery & Sweets,19983,1.2
4409,2015-01-15,2,1,whole milk,1.8,Dairy,19984,1.8
3031,2015-08-30,4,2,other vegetables,0.8,Fresh Food,19985,1.6
2129,2015-03-18,3,2,pip fruit,3.0,Fresh Food,19986,6.0
1684,2015-01-03,27,3,coffee,8.5,Beverages,19987,25.5
4240,2015-09-18,2,2,whole milk,1.8,Dairy,19988,3.6
2750,2015-09-14,23,1,pork,7.2,Fresh Food,19989,7.2
1379,2015-07-13,25,3,canned beer,1.1,Beverages,19990,3.3000000000000003
4243,2015-08-22,59,1,hard cheese,4.5,Dairy,19991,4.5
2469,2015-01-12,2,1,whole milk,1.8,Dairy,19992,1.8
2346,2015-09-17,2,2,whole milk,1.8,Dairy,19993,3.6
2366,2015-08-18,24,1,pastry,3.1,Bakery & Sweets,19994,3.1
2374,2015-06-23,22,2,root vegetables,1.8,Fresh Food,19995,3.6
1721,2015-10-15,2,1,whole milk,1.8,Dairy,19996,1.8
2877,2015-04-10,115,3,waffles,2.5,Bakery & Sweets,19997,7.5
3848,2015-10-11,75,1,frozen vegetables,2.5,Frozen & Processed Food,19998,2.5
4344,2015-03-01,119,2,long life bakery product,9.9,Bakery & Sweets,19999,19.8
3475,2015-06-10,2,1,whole milk,1.8,Dairy,20000,1.8
3650,2015-07-17,8,2,beef,19.5,Fresh Food,20001,39.0
2318,2015-01-16,22,2,root vegetables,1.8,Fresh Food,20002,3.6
1776,2015-03-02,24,3,pastry,3.1,Bakery & Sweets,20003,9.3
3120,2015-07-07,11,2,butter,3.2,Dairy,20004,6.4
1194,2015-05-13,38,3,soda,0.8,Beverages,20005,2.4000000000000004
2089,2015-04-17,64,3,UHT-milk,2.1,Dairy,20006,6.300000000000001
2095,2015-04-06,2,1,whole milk,1.8,Dairy,20007,1.8
1736,2015-08-29,14,3,chocolate,11.5,Bakery & Sweets,20008,34.5
3718,2015-07-12,163,2,pudding powder,4.9,Snacks,20009,9.8
4950,2015-04-22,64,2,UHT-milk,2.1,Dairy,20010,4.2
2481,2015-11-24,71,3,shopping bags,5.12,Household & Hygiene,20011,15.36
1296,2015-11-06,22,1,root vegetables,1.8,Fresh Food,20012,1.8
2824,2015-12-07,2,3,whole milk,1.8,Dairy,20013,5.4
4852,2015-06-29,5,3,rolls/buns,1.2,Bakery & Sweets,20014,3.5999999999999996
1648,2015-02-27,5,2,rolls/buns,1.2,Bakery & Sweets,20015,2.4
3307,2015-10-06,15,1,specialty bar,5.2,Bakery & Sweets,20016,5.2
4259,2015-06-24,11,1,butter,3.2,Dairy,20017,3.2
2587,2015-06-02,75,1,frozen vegetables,2.5,Frozen & Processed Food,20018,2.5
4303,2015-04-08,4,1,other vegetables,0.8,Fresh Food,20019,0.8
1325,2015-05-26,22,2,root vegetables,1.8,Fresh Food,20020,3.6
3351,2015-10-14,70,1,margarine,3.5,Pantry Staples,20021,3.5
1623,2015-01-18,53,1,specialty chocolate,18.8,Bakery & Sweets,20022,18.8
3119,2015-02-20,44,1,newspapers,3.2,Specialty & Seasonal,20023,3.2
1211,2015-05-24,80,2,salty snack,0.5,Snacks,20024,1.0
4146,2015-02-09,24,2,pastry,3.1,Bakery & Sweets,20025,6.2
1753,2015-02-26,4,1,other vegetables,0.8,Fresh Food,20026,0.8
4664,2015-05-26,75,2,frozen vegetables,2.5,Frozen & Processed Food,20027,5.0
3827,2015-11-03,128,3,soft cheese,7.2,Dairy,20028,21.6
1098,2015-09-27,17,1,bottled water,0.5,Beverages,20029,0.5
4338,2015-08-27,29,2,ham,15.2,Fresh Food,20030,30.4
3712,2015-12-20,156,1,jam,5.22,Bakery & Sweets,20031,5.22
1505,2015-10-27,4,1,other vegetables,0.8,Fresh Food,20032,0.8
4478,2015-08-02,44,2,newspapers,3.2,Specialty & Seasonal,20033,6.4
4150,2015-08-23,24,3,pastry,3.1,Bakery & Sweets,20034,9.3
1118,2015-12-25,11,1,butter,3.2,Dairy,20035,3.2
2537,2015-05-07,73,3,oil,3.4,Pantry Staples,20036,10.2
1996,2015-05-10,22,2,root vegetables,1.8,Fresh Food,20037,3.6
4267,2015-09-13,74,1,whipped/sour cream,5.5,Dairy,20038,5.5
4424,2015-10-16,23,2,pork,7.2,Fresh Food,20039,14.4
1948,2015-05-06,18,2,yogurt,2.2,Dairy,20040,4.4
3495,2015-02-01,23,2,pork,7.2,Fresh Food,20041,14.4
2327,2015-03-18,74,2,whipped/sour cream,5.5,Dairy,20042,11.0
3356,2015-01-12,41,1,processed cheese,6.4,Dairy,20043,6.4
3926,2015-03-23,4,3,other vegetables,0.8,Fresh Food,20044,2.4000000000000004
4105,2015-12-03,2,3,whole milk,1.8,Dairy,20045,5.4
1884,2015-08-05,66,1,onions,1.3,Fresh Food,20046,1.3
4799,2015-02-09,119,1,long life bakery product,9.9,Bakery & Sweets,20047,9.9
4915,2015-09-18,26,3,berries,10.8,Fresh Food,20048,32.400000000000006
2643,2015-12-01,51,3,dessert,1.15,Bakery & Sweets,20049,3.4499999999999997
3927,2015-09-03,36,1,frozen meals,9.7,Frozen & Processed Food,20050,9.7
2410,2015-11-18,11,2,butter,3.2,Dairy,20051,6.4
1855,2015-04-28,75,1,frozen vegetables,2.5,Frozen & Processed Food,20052,2.5
1245,2015-03-02,5,3,rolls/buns,1.2,Bakery & Sweets,20053,3.5999999999999996
3138,2015-04-19,59,2,hard cheese,4.5,Dairy,20054,9.0
1178,2015-04-19,23,3,pork,7.2,Fresh Food,20055,21.6
